r,φ,x,y,timestamp,J_t_ABS_Schw,J_r_ABS_Schw,J_φ_ABS_Schw,J_t_SCATT_Schw,J_r_SCATT_Schw,J_φ_SCATT_Schw,J_X_TOTAL_Schw,J_Y_TOTAL_Schw,n
13,-2.8108986900540254,-12.29562414210825,-4.221093099660887,2024-09-10T12:43:35.286,-1.1107795644192762,-1.0800825251855855,-0.18196476556947896,-18.638554233954828,7.292256371608038,-61.35769146201452,-7.41264987947543,2.4602387501039336,0.8810887450743643
14,-2.8108986900540254,-13.241441383808885,-4.54579256886557,2024-09-10T12:43:36.615,-1.028035638957629,-0.9867103090281334,-0.1551789102036929,-19.16003011459924,7.683061973993926,-65.96818164079671,-7.867112009282523,2.2928849179436903,0.8906454117596614
15,-2.8108986900540254,-14.18725862550952,-4.870492038070254,2024-09-10T12:43:37.937,-0.9572761750581675,-0.9083285037070628,-0.13400665607118672,-19.616992780871964,8.021266777110077,-70.51890103961544,-8.256937099907377,2.1454152697979545,0.8988201537197178
16,-2.8108986900540254,-15.133075867210154,-5.195191507274938,2024-09-10T12:43:39.133,-0.8960034821597594,-0.8415774741974081,-0.11696097979286442,-20.02044101056805,8.316457106858028,-75.02281534706388,-8.594735379300385,2.01469155012309,0.9058820128864541
17,-2.8108986900540254,-16.07889310891079,-5.519890976479622,2024-09-10T12:43:40.412,-0.8423815542652955,-0.7840348287636902,-0.10302161013910295,-20.379083817650045,8.576107737471544,-79.48973243801153,-8.890096022819211,1.8981650680194746,0.9120373554217849
18,-2.8108986900540254,-17.024710350611425,-5.844590445684306,2024-09-10T12:43:41.733,-0.7950277681710657,-0.7339092701344785,-0.09146827170445941,-20.699882249092603,8.806108340495989,-83.9271297529145,-9.150424735960831,1.7937522818279379,0.9174461737312133
19,-2.8108986900540254,-17.97052759231206,-6.169289914888989,2024-09-10T12:43:43.119,-0.7528793145493449,-0.6898472305015227,-0.08177989631582183,-20.988454124228486,9.01114905358398,-88.34075762066216,-9.381522895429153,1.6997387959257386,0.9222339356061221
20,-2.8108986900540254,-18.916344834012694,-6.493989384093672,2024-09-10T12:43:44.498,-0.7151046588935607,-0.6508065968306286,-0.07357152632592444,-21.2493748537415,9.195002148150822,-92.73508074769047,-9.587993475449258,1.6147054146934896,0.9265001144950056
21,-2.8108986900540254,-19.86216207571333,-6.818688853298356,2024-09-10T12:43:45.876,-0.6810431332726623,-0.6159718174878577,-0.06655346317804073,-21.486403951063114,9.360731091443416,-97.11359630913462,-9.773531860033527,1.5374699342669107,0.9303244211385836
22,-2.8108986900540254,-20.807979317413963,-7.143388322503039,2024-09-10T12:43:47.258,-0.6501626897667775,-0.5846953818739751,-0.060504130215895194,-21.702656318821433,9.510846174970471,-101.47906892404934,-9.941136661857284,1.4670417076972035,0.9337713772455374
23,-2.8108986900540254,-21.753796559114598,-7.468087791707723,2024-09-10T12:43:48.638,-0.6220297075118792,-0.5564565732823799,-0.05525159258777281,-21.900732846420254,9.647421788870844,-105.83370269487796,-10.093265003377303,1.40258575345042,0.9368936999285972
24,-2.8108986900540254,-22.699613800815232,-7.792787260912407,2024-09-10T12:43:50.011,-0.5962869955384226,-0.5308318200688705,-0.050660703019866374,-22.082821091308677,9.772185623873002,-110.179268738967,-10.231948413472143,1.3433943175752647,0.9397348426878538
25,-2.8108986900540254,-23.645431042515867,-8.11748673011709,2024-09-10T12:43:51.369,-0.5726374913219813,-0.5074730066489481,-0.046623989764162904,-22.250773466124016,9.886587207115669,-114.51720193869791,-10.358880461441862,1.2888642710315312,0.9423309158447566
26,-2.8108986900540254,-24.5912482842165,-8.442186199321775,2024-09-10T12:43:52.723,-0.5508319944775345,-0.48609135533096387,-0.04305508588642351,-22.40616846501891,9.99185098797065,-118.8486721330831,-10.475483691428945,1.2384789505588167,0.9447121537927412
27,-2.8108986900540254,-25.537065525917136,-8.766885668526458,2024-09-10T12:43:54.081,-0.5306598090775552,-0.4664452763951762,-0.03988391778924668,-22.550359267750803,10.089017908063747,-123.1746407061483,-10.582961428389524,1.1917936191976817,0.9469040569191252
28,-2.8108986900540254,-26.48288276761777,-9.09158513773114,2024-09-10T12:43:55.454,-0.5119415154309594,-0.44833109029767954,-0.037053132258120514,-22.684512138713938,10.17897817391132,-127.49590165873742,-10.682338167683676,1.1484236114450894,0.9489282666745872
5,-2.4802047265182576,-3.945702546981967,-3.0710635634483396,2024-09-10T12:43:56.811,-4.38933511526277,-5.489712005223675,-4.874759238858432,-11.808895700066588,-0.05580800067317557,-41.44288235954755,-1.3135823759876182,10.716354343097864,0.7981126876888569
6,-2.4802047265182576,-4.734843056378361,-3.6852762761380076,2024-09-10T12:43:58.465,-3.2033276135929984,-3.792190367466557,-2.6950538882543484,-14.012173960256149,1.7294157714081593,-53.68982391609862,-4.144232462977717,8.682914245775779,0.822159553915795
7,-2.4802047265182576,-5.5239835657747545,-4.299488988827676,2024-09-10T12:44:00.026,-2.5644378858377994,-2.902412637854553,-1.7459057707555439,-15.732210129474854,3.164826693603243,-64.8846882836719,-6.053561264811143,7.3503792271842965,0.8503028957273698
8,-2.4802047265182576,-6.313124075171148,-4.913701701517343,2024-09-10T12:44:01.536,-2.1564908050883766,-2.3546272067887966,-1.2372246705843837,-17.065104148012793,4.255054600851254,-75.22684277343622,-7.37035452783101,6.375344976684966,0.8731002021377049
9,-2.4802047265182576,-7.102264584567541,-5.527914414207011,2024-09-10T12:44:02.975,-1.8696910209221076,-1.9830168267467725,-0.9288895384214976,-18.111225201105075,5.0859927348505725,-84.94466527364095,-8.30919832759041,5.623701726525111,0.8906820858552674
10,-2.4802047265182576,-7.891405093963934,-6.142127126896679,2024-09-10T12:44:04.339,-1.6552549768455465,-1.7140521931631538,-0.7261566586161405,-18.94820443252272,5.731100542073064,-94.22568458689105,-9.002078378956876,5.025712273470994,0.9043047548499253
11,-2.4802047265182576,-8.680545603360327,-6.756339839586348,2024-09-10T12:44:05.792,-1.4879266130760844,-1.5101670088196157,-0.584927940420963,-19.630978296300658,6.242602118752658,-103.20248047228448,-9.529787677355964,4.53899167929419,0.9150419057617808
12,-2.4802047265182576,-9.469686112756722,-7.370552552276015,2024-09-10T12:44:07.234,-1.3531956362010409,-1.3501662075651137,-0.48219744012361937,-20.19786187158898,6.656349837316558,-111.96499962457791,-9.942865947821193,4.135594423060457,0.9236681316733831
13,-2.4802047265182576,-10.258826622153116,-7.984765264965683,2024-09-10T12:44:08.647,-1.2420722791599157,-1.2211790319508868,-0.4049159131886554,-20.675852089728647,6.997059830054744,-120.5740800804097,-10.273892077359335,3.796182627182346,0.9307250543739776
14,-2.4802047265182576,-11.047967131549509,-8.598977977655352,2024-09-10T12:44:10.053,-1.1486594889634092,-1.1149336476302978,-0.34519237899443594,-21.084321684673668,7.2820562146983905,-129.0713282019852,-10.544531399293376,3.5069191311330883,0.9365929007327767
15,-2.4802047265182576,-11.837107640945902,-9.21319069034502,2024-09-10T12:44:11.468,-1.0689119004420229,-1.02586871627797,-0.29800737995058774,-21.437455538710118,7.523729137394212,-137.48566190662163,-10.769623634495774,3.2576431885546855,0.941542643711634
16,-2.4802047265182576,-12.626248150342295,-9.827403403034687,2024-09-10T12:44:12.745,-0.9999527036800692,-0.9501054297963469,-0.2600342399719869,-21.74584626819703,7.731122626363452,-145.83753340666271,-10.959611823574779,3.040732342541191,0.9457709480207194
17,-2.4802047265182576,-13.415388659738689,-10.441616115724354,2024-09-10T12:44:14.138,-0.939674695880737,-0.8848547837695484,-0.22899195327483576,-22.017550238438677,7.910967316006276,-154.14165757262032,-11.122026223057794,2.850362538542421,0.9494232181910849
18,-2.4802047265182576,-14.204529169135082,-11.055828828414022,2024-09-10T12:44:15.551,-0.8864957616343405,-0.8280591907350374,-0.20327112512125356,-22.258798172206706,8.068362508875953,-162.40879764006647,-11.262416641570162,2.6820120348998646,0.9526088768164622
19,-2.4802047265182576,-14.993669678531475,-11.670041541103691,2024-09-10T12:44:16.959,-0.8392028319116921,-0.7781669514885106,-0.18170805924272287,-22.474482318704418,8.207235313092461,-170.64694225940178,-11.384953986865684,2.5321195652808557,0.9554116350274834
20,-2.4802047265182576,-15.782810187927868,-12.284254253793359,2024-09-10T12:44:18.364,-0.7968488809256215,-0.7339854498781572,-0.16344341419489913,-22.668496896267754,8.330655092031225,-178.86210844005063,-11.492828243382837,2.3978446909474043,0.9578965109568013
21,-2.4802047265182576,-16.57195069732426,-12.898466966483026,2024-09-10T12:44:19.818,-0.7586828998567452,-0.6945827289593374,-0.1478307521562797,-22.843979998020437,8.441053326398883,-187.0588833774802,-11.58851773992016,2.27689555441811,0.9601147007738055
22,-2.4802047265182576,-17.361091206720655,-13.512679679172695,2024-09-10T12:44:21.275,-0.7241010833914223,-0.6592198088749194,-0.13437581922411676,-23.003488861065087,8.540379791845123,-195.24080724629155,-11.67397538463698,2.1674036880701903,0.9621070318944831
23,-2.4802047265182576,-18.150231716117048,-14.126892391862363,2024-09-10T12:44:22.734,-0.692612039241308,-0.627303084417025,-0.12269521613635945,-23.149128490632474,8.630215405405927,-203.41064133807686,-11.75075981728083,2.0678312916269457,0.9639064368814269
24,-2.4802047265182576,-18.939372225513445,-14.74110510455203,2024-09-10T12:44:24.172,-0.6638115045733888,-0.5983501728741561,-0.11248766416682632,-23.282647634734403,8.711855026692213,-211.57056020641147,-11.820129480957288,1.9769016837810103,0.9655397608742569
25,-2.4802047265182576,-19.728512734909838,-15.355317817241698,2024-09-10T12:44:25.615,-0.6373636504122492,-0.5719649729088722,-0.10351364366220679,-23.405511354628217,8.786369018830893,-219.72229350474962,-11.88311120629957,1.893546585088095,0.9670290997443093
26,-2.4802047265182576,-20.51765324430623,-15.969530529931365,2024-09-10T12:44:27.053,-0.6129870415154753,-0.5478191575521321,-0.09558071732825335,-23.51895632361723,8.85464968913272,-227.8672255723583,-11.940550848066316,1.8168654345320157,0.9683927944536899
27,-2.4802047265182576,-21.306793753702625,-16.583743242621033,2024-09-10T12:44:28.491,-0.5904439444057676,-0.5256382424578673,-0.0885327860318099,-23.624034059461223,8.917446699308952,-236.00647747493448,-11.993151433910615,1.7460940693930178,0.9696462027112747
28,-2.4802047265182576,-22.095934263099018,-17.197955955310704,2024-09-10T12:44:29.937,-0.5695320819636046,-0.5051909604807869,-0.08224211325607766,-23.72164418274873,8.975394385206194,-244.14095844086214,-12.041501877925233,1.6805798378837498,0.9708022700018958
5,-2.14951076298249,-2.7347407906121335,-4.185832391312643,2024-09-10T12:44:31.377,-5.528153822511816,-6.986684417539308,-8.67639683097669,-14.745754601126416,0.00031940757405416137,-63.853285608693426,-8.322704289332174,13.782745835165585,0.9229202369707055
6,-2.14951076298249,-3.28168894873456,-5.022998869575172,2024-09-10T12:44:33.405,-3.9718898447927433,-4.763043575533845,-4.827248486379163,-17.531819022622294,1.729787472868918,-83.39310159995705,-10.65015279367805,10.581333327242529,0.9494248223737792
7,-2.14951076298249,-3.828637106856987,-5.8601653478377,2024-09-10T12:44:34.895,-3.1484692426959926,-3.614417903843963,-3.1285324548419595,-19.235186157235784,2.948504413748264,-98.99299034400417,-11.849024928311358,8.536791708400397,0.9663955441588462
8,-2.14951076298249,-4.375585264979414,-6.697331826100229,2024-09-10T12:44:36.409,-2.630794085443325,-2.915974570597817,-2.2156893319863893,-20.36853195886873,3.774117281965558,-112.67370638749398,-12.492053425912198,7.13640961054866,0.9764434974911006
9,-2.14951076298249,-4.92253342310184,-7.534498304362758,2024-09-10T12:44:37.870,-2.271003824001643,-2.4465006606906488,-1.6622725133470633,-21.173946505916746,4.350176013799566,-125.33466847008712,-12.85427637618107,6.124167137557282,0.9825788608757725
10,-2.14951076298249,-5.469481581224267,-8.371664782625286,2024-09-10T12:44:39.257,-2.004258098808335,-2.1090165194477266,-1.2985754773684604,-21.776343386089383,4.76810074086348,-137.41657258224362,-13.067148415468822,5.36090330044237,0.98650327237454
11,-2.14951076298249,-6.016429739346694,-9.208831260887814,2024-09-10T12:44:40.695,-1.7974298667971156,-1.8545064585140416,-1.0453806480106367,-22.24506891012421,5.082464477804799,-149.15091073134434,-13.19637117516098,4.7658058372617536,0.9891288848163312
12,-2.14951076298249,-6.56337789746912,-10.045997739150344,2024-09-10T12:44:42.176,-1.6317062957349526,-1.6555689109519087,-0.861325950641006,-22.621212827656585,5.326380267915912,-160.66683807172683,-13.276573861741161,4.289214100335295,0.9909574938979382
13,-2.14951076298249,-7.110326055591547,-10.883164217412872,2024-09-10T12:44:43.651,-1.4955456804266365,-1.4956914809869883,-0.7229502939778595,-22.930527531113853,5.52063582169033,-172.0402345034342,-13.32693950832897,3.899105806960606,0.9922766420753264
14,-2.14951076298249,-7.657274213713974,-11.7203306956754,2024-09-10T12:44:45.119,-1.3814388736565786,-1.3643295515241303,-0.6160714388152525,-23.189939121999046,5.6787632633975536,-183.31767532980805,-13.358569216044769,3.5739738674234656,0.9932580383621635
15,-2.14951076298249,-8.204222371836401,-12.55749717393793,2024-09-10T12:44:46.572,-1.284269975198213,-1.2544315667860575,-0.5316723710213859,-23.41102841643143,5.809876622438994,-194.52883117905245,-13.378133269626007,3.2988663151169795,0.9940081933492811
16,-2.14951076298249,-8.751170529958827,-13.394663652200459,2024-09-10T12:44:47.870,-1.2004219439968586,-1.1611014590238626,-0.4637801153060794,-23.60199291341433,5.92030547345608,-205.693209545813,-13.389770432560285,3.063078047105721,0.9945954637283989
17,-2.14951076298249,-9.298118688081253,-14.231830130462987,2024-09-10T12:44:49.321,-1.1272583965894798,-1.0808322055911372,-0.40830129368769713,-23.768805356690024,6.014566859340173,-216.82398264679918,-13.39611979396712,2.8587484755907298,0.9950650680443993
18,-2.14951076298249,-9.84506684620368,-15.068996608725516,2024-09-10T12:44:50.791,-1.0628082234260485,-1.0110449358658695,-0.3623491912516404,-23.91592692523042,6.095962876318856,-227.9302602888472,-13.398904273502062,2.6799783926538288,0.995447738701902
19,-2.14951076298249,-10.392015004326108,-15.906163086988045,2024-09-10T12:44:52.265,-1.0055655678942241,-0.9498002887841213,-0.3238375038937467,-24.046761412984573,6.166959250080118,-239.0184623120466,-13.399270760100393,2.522255197684154,0.9957648668783352
20,-2.14951076298249,-10.938963162448534,-16.743329565250573,2024-09-10T12:44:53.741,-0.9543585172211245,-0.8956113177618431,-0.2912262435206102,-24.16395482859626,6.229432288289863,-250.09319820807582,-13.397995897081731,2.382068871237464,0.9960316741268561
21,-2.14951076298249,-11.48591132057096,-17.5804960435131,2024-09-10T12:44:55.211,-0.9082602673414761,-0.8473185244877204,-0.26335742193246914,-24.26959748033106,6.284833880882507,-261.1578249142322,-13.39561284511365,2.256648426824385,0.9962591948563648
22,-2.14951076298249,-12.032859478693387,-18.41766252177563,2024-09-10T12:44:56.686,-0.8665274660146305,-0.8040042094382536,-0.23934599127029274,-24.365364731644863,6.33430445697736,-272.2148213813267,-13.392491888222176,2.143777336997899,0.9964555819692467
23,-2.14951076298249,-12.579807636815815,-19.25482900003816,2024-09-10T12:44:58.204,-0.8285564383258044,-0.7649324105450481,-0.21850564323787086,-24.452616341036588,6.378751924032912,-283.266039063004,-13.388892500915698,2.0416615136507597,0.9966269503232479
24,-2.14951076298249,-13.12675579493824,-20.09199547830069,2024-09-10T12:44:59.721,-0.7938514840604565,-0.7295059262368642,-0.2002972412823311,-24.532468478103013,6.418907855254482,-294.3128741684997,-13.384997677188355,1.9488332838882343,0.9967779563174389
25,-2.14951076298249,-13.673703953060667,-20.929161956563217,2024-09-10T12:45:01.237,-0.7620015083887427,-0.6972350039353645,-0.18429229249645043,-24.60584683513011,6.455368229956258,-305.35639130932657,-13.380937084470222,1.8640804509050053,0.9969121997181357
26,-2.14951076298249,-14.220652111183094,-21.766328434825745,2024-09-10T12:45:02.749,-0.7326625209313887,-0.6677141555709991,-0.1701466266014991,-24.673525786443964,6.488623407030985,-316.39740319923595,-13.376802548295137,1.7863929131529828,0.9970324843457221
27,-2.14951076298249,-14.767600269305522,-22.603494913088273,2024-09-10T12:45:04.262,-0.705544341942354,-0.6406047382932718,-0.1575811347561353,-24.7361589902134,6.519080508687466,-327.4365418555926,-13.372659207900416,1.7149224077216711,0.9971410370735849
28,-2.14951076298249,-15.314548427427948,-23.4406613913508,2024-09-10T12:45:05.774,-0.6804003735448468,-0.6156216923307333,-0.14636747536829,-24.794301938184564,6.547080356485465,-338.4742939158497,-13.368552768617818,1.6489511766742702,0.9972396317641173
5,-1.8188167994467221,-1.2274274357039945,-4.847001329696653,2024-09-10T12:45:07.316,-7.394515974089408,-9.477054572842531,-14.055372170055177,-17.195113858582726,0.024619417697200413,-80.67927695342067,-16.046723162065668,13.814389451009987,1.0669179062721053
6,-1.8188167994467221,-1.4729129228447935,-5.816401595635983,2024-09-10T12:45:08.823,-5.279171520220634,-6.429920002611496,-8.018280436463062,-20.42598855954715,0.9869276802227921,-105.82472075743868,-17.057063650351427,9.934238972438596,1.0813598117209484
7,-1.8188167994467221,-1.7183984099855922,-6.7858018615753135,2024-09-10T12:45:10.283,-4.152550388035453,-4.849149564562472,-5.237249966046505,-22.009772917091976,1.5950279095014666,-124.06902038224615,-17.108236483614476,7.6892339359308535,1.0796673329207296
8,-1.8188167994467221,-1.9638838971263912,-7.755202127514644,2024-09-10T12:45:11.763,-3.449281657201648,-3.893218340283962,-3.720148197555017,-22.90700789709681,1.9726893841479254,-139.54007373668378,-16.88810016883226,6.257799452000656,1.0737128218093983
9,-1.8188167994467221,-2.20936938426719,-8.724602393453974,2024-09-10T12:45:13.200,-2.9645152606961367,-3.254746586924467,-2.7944377891190832,-23.475447930986533,2.219596429588297,-153.75297551097808,-16.60778611327673,5.273487950542861,1.0671524863942055
10,-1.8188167994467221,-2.454854871407989,-9.694002659393306,2024-09-10T12:45:14.589,-2.6076841002628064,-2.7983285415594032,-2.1841739812792387,-23.866801642715537,2.3900274133575747,-167.33504827004072,-16.332965911869042,4.557258107671645,1.0610463413036402
11,-1.8188167994467221,-2.7003403585487877,-10.663402925332635,2024-09-10T12:45:16.030,-2.3326329894316795,-2.455703473589448,-1.7586401154737985,-24.15348485755817,2.513307926474093,-180.575956676183,-16.08279620442993,4.01329434769261,1.055644923648101
12,-1.8188167994467221,-2.945825845689587,-11.632803191271966,2024-09-10T12:45:17.532,-2.113299840658842,-2.1888895907921238,-1.4490401089753107,-24.37358136975195,2.6060006078193023,-193.62161983729408,-15.860857170279564,3.5862371344832176,1.0509442859346687
13,-1.8188167994467221,-3.1913113328303857,-12.602203457211296,2024-09-10T12:45:19.015,-1.9337979418226345,-1.9751142164867623,-1.2161705519452286,-24.54875781028576,2.677945994188845,-206.55075805676438,-15.665559297225768,3.242041278650886,1.0468670224984251
14,-1.8188167994467221,-3.4367968199711845,-13.571603723150627,2024-09-10T12:45:20.493,-1.783855439499777,-1.7999049200268975,-1.0362652625269504,-24.692160168204634,2.7352729288924778,-219.40820605253674,-15.49382849400356,2.958676748331299,1.0433228842231714
15,-1.8188167994467221,-3.6822823071119837,-14.541003989089957,2024-09-10T12:45:21.963,-1.656514149670088,-1.653625828270186,-0.8941862581523627,-24.81220143512701,2.7819608774822746,-232.22063232678352,-15.342427687922909,2.7212786898959305,1.0402283502383876
16,-1.8188167994467221,-3.9277677942527824,-15.510404255029288,2024-09-10T12:45:23.275,-1.5468796777231013,-1.529612649664847,-0.7798940091588324,-24.914511228388662,2.8206891606848696,-245.00446218963776,-15.208404312671329,2.519460862684743,1.0375117584374953
17,-1.8188167994467221,-4.173253281393581,-16.479804520968617,2024-09-10T12:45:24.748,-1.451400820677525,-1.423108288743331,-0.6865028176654124,-25.003000962736984,2.853319453977826,-257.77009343669,-15.08920744594982,2.345749588793059,1.0351134191377909
18,-1.8188167994467221,-4.41873876853438,-17.44920478690795,2024-09-10T12:45:26.244,-1.3674331775690312,-1.3306253048070347,-0.6091542054802974,-25.080477575021483,2.8811813942511897,-270.52426772427145,-14.982684090497555,2.194630523571037,1.0329841952171017
19,-1.8188167994467221,-4.664224255675179,-18.41860505284728,2024-09-10T12:45:27.748,-1.2929637124934035,-1.2495481296099986,-0.5443356078983405,-25.149010813936602,2.905247636406208,-283.2714215017997,-14.88703285366432,2.0619460047597618,1.0310837210257184
20,-1.8188167994467221,-4.909709742815978,-19.38800531878661,2024-09-10T12:45:29.252,-1.226430747912307,-1.1778761209616544,-0.48945365477322333,-25.210164145228088,2.9262449845339473,-296.01452020084054,-14.800750737560865,1.9445018817493762,1.0293788034305753
21,-1.8188167994467221,-5.155195229956777,-20.35740558472594,2024-09-10T12:45:30.755,-1.1666026971798658,-1.1140524929172158,-0.4425579984191049,-25.26514290747818,2.944726749278172,-308.75555896053527,-14.722581904854632,1.8398034302109567,1.0278420318582324
22,-1.8188167994467221,-5.4006807170975755,-21.32680585066527,2024-09-10T12:45:32.247,-1.112494222660187,-1.0568474117190583,-0.4021578739942526,-25.314893405706126,2.961121237557076,-321.49588775705143,-14.651473907789248,1.7458736532389727,1.0264506634678394
23,-1.8188167994467221,-5.646166204238375,-22.2962061166046,2024-09-10T12:45:33.752,-1.0633069227179857,-1.005276238143001,-0.3670972311842278,-25.36017036031606,2.975764948155055,-334.236419325075,-14.586541073659836,1.6611254274768088,1.0251857203369612
24,-1.8188167994467221,-5.891651691379174,-23.265606382543933,2024-09-10T12:45:35.298,-1.0183865161061518,-0.9585411696989439,-0.33646792066166037,-25.401584178284715,2.988925804766087,-346.9777643525134,-14.527034508311415,1.5842697406614878,1.0240312792355433
25,-1.8188167994467221,-6.137137178519972,-24.235006648483264,2024-09-10T12:45:36.853,-0.977191375437379,-0.9159888188360535,-0.30954818249325305,-25.439634782016757,3.000819710166668,-359.72032925977317,-14.472318084509988,1.5142487734718464,1.0229739021877198
26,-1.8188167994467221,-6.382622665660771,-25.20440691442259,2024-09-10T12:45:38.398,-0.9392690271770822,-0.8770788665143647,-0.28575831369960414,-25.474735946726348,3.011622551013789,-372.46436834350686,-14.421848415844007,1.4501861085963252,1.022002184550296
27,-1.8188167994467221,-6.628108152801571,-26.173807180361923,2024-09-10T12:45:39.945,-0.9042383459428376,-0.8413605549312595,-0.26462822184015616,-25.507233908901167,3.021479038769066,-385.21004366210053,-14.375159649406186,1.391349510427966,1.0211063988943672
28,-1.8188167994467221,-6.873593639942369,-27.143207446301254,2024-09-10T12:45:41.496,-0.8717758859517969,-0.8084548212019419,-0.2457733434103547,-25.537420575419453,3.030509314730897,-397.9574382654415,-14.331849959494374,1.3371222609995477,1.020278198609263
5,-1.4881228359109548,0.41289672736166083,-4.982922465033349,2024-09-10T12:45:43.041,-10.058875385943484,-13.134946022321834,-20.59985104223987,-17.77705346555637,-0.010758470601243828,-84.54388420129307,-22.042486888899045,11.364265079909822,1.1941013711522983
6,-1.4881228359109548,0.49547607283399303,-5.9795069580400195,2024-09-10T12:45:44.443,-7.311601144943969,-9.058334308977937,-12.455357117940366,-21.104651940092182,-0.3492053162357291,-110.96680782346144,-21.276971077073924,7.676721174893854,1.1808778311637635
7,-1.4881228359109548,0.5780554183063252,-6.976091451046689,2024-09-10T12:45:45.868,-5.765104637961388,-6.853908690423343,-8.331279317169802,-22.65047392454456,-0.5576664172234173,-129.76360594953616,-20.27250319564198,5.757148644120518,1.1587354023577823
8,-1.4881228359109548,0.6606347637786574,-7.972675944053359,2024-09-10T12:45:47.331,-4.783729791524994,-5.502782758219245,-5.987437555500936,-23.48754776490015,-0.6846205708616091,-145.59888672326295,-19.394524233100896,4.601532779552697,1.1387031509717414
9,-1.4881228359109548,0.7432141092509895,-8.96926043706003,2024-09-10T12:45:48.755,-4.104312454978393,-4.596599517553097,-4.52686797410073,-23.998607279076516,-0.7664169858790975,-160.12674321495712,-18.6752339068957,3.833922700654013,1.122135291149559
10,-1.4881228359109548,0.8257934547233217,-9.965844930066698,2024-09-10T12:45:50.127,-3.604104062816175,-3.9482962834565516,-3.5522570760046146,-24.340081381278615,-0.8222417836905592,-174.01378027851297,-18.089903842351383,3.2879155467316474,1.1086240019558893
11,-1.4881228359109548,0.9083728001956539,-10.962429423073369,2024-09-10T12:45:51.554,-3.21902376257965,-3.4618598257621453,-2.86748919612405,-24.584335764617844,-0.8622566460581969,-187.56141953489814,-17.609673386308977,2.879756999769202,1.0975470926505277
12,-1.4881228359109548,0.9909521456679861,-11.959013916080039,2024-09-10T12:45:53.043,-2.912478564480026,-3.0834060714727016,-2.366763826374377,-24.768385936395013,-0.8921188611444933,-200.91885947856508,-17.210904566585963,2.5630136897029345,1.0883681844775686
13,-1.4881228359109548,1.0735314911403182,-12.955598409086708,2024-09-10T12:45:54.528,-2.6620496088133643,-2.7804983752861174,-1.9888149306911016,-24.9127670900249,-0.9151523621044965,-214.16532344126466,-16.875635372888755,2.3099615035373793,1.0806717049615717
14,-1.4881228359109548,1.1561108366126505,-13.952182902093378,2024-09-10T12:45:56.008,-2.4532143178101773,-2.5324888190104247,-1.6960900075107124,-25.029654900485735,-0.9334086038227991,-227.34525263454287,-16.590429421687375,2.1030536144127323,1.0741440001861258
15,-1.4881228359109548,1.2386901820849825,-14.948767395100047,2024-09-10T12:45:57.479,-2.2761330016064694,-2.3256245050109485,-1.464480503724916,-25.126679003826858,-0.9482094224210599,-240.48468162986157,-16.34520326813171,1.9306518949864795,1.0685486866381155
16,-1.4881228359109548,1.3212695275573147,-15.945351888106718,2024-09-10T12:45:58.795,-2.1238890785512985,-2.150396455729525,-1.2779040711059757,-25.208847923018894,-0.9604389196054345,-253.59939193156944,-16.132313300150912,1.7847352778767287,1.0637062533439137
17,-1.4881228359109548,1.403848873029647,-16.941936381113386,2024-09-10T12:46:00.267,-1.9914697874304088,-2.0000213155649447,-1.1252815101264186,-25.279581755266925,-0.970707834107495,-266.6992027638658,-15.9458930966949,1.6595960968504913,1.0594788706410654
18,-1.4881228359109548,1.486428218501979,-17.93852087412006,2024-09-10T12:46:01.760,-1.8751473930536058,-1.8695302217270982,-0.9987684833889745,-25.341297225028754,-0.9794501183846489,-279.7903611319959,-15.78138317505733,1.5510617089815506,1.0557594675140762
19,-1.4881228359109548,1.5690075639743113,-18.935105367126727,2024-09-10T12:46:03.265,-1.7720882223994805,-1.755199838790716,-0.8926782934237748,-25.395751755223042,-0.9869817454925889,-292.8768877312272,-15.635194613947254,1.456010460641691,1.0524638412049523
20,-1.4881228359109548,1.6515869094466433,-19.931689860133396,2024-09-10T12:46:04.794,-1.68009709988677,-1.6541847476842595,-0.8028031790269277,-25.444256912060393,-0.9935378370129031,-305.96140231966683,-15.504469708512081,1.3720599044716244,1.0495250408829713
21,-1.4881228359109548,1.7341662549189756,-20.92827435314007,2024-09-10T12:46:06.293,-1.597445247841041,-1.564272745927999,-0.7259730603794764,-25.487813038218945,-0.9992967091787116,-319.0456121170239,-15.38690755872137,1.2973598416763308,1.0468892455448033
22,-1.4881228359109548,1.8167456003913078,-21.924858846146737,2024-09-10T12:46:07.781,-1.5227513845084115,-1.4837176971651092,-0.6597613129591878,-25.527198207951876,-1.004395915004626,-332.13062777152294,-15.280636847337913,1.2304512377235655,1.044512758457938
23,-1.4881228359109548,1.8993249458636399,-22.921443339153406,2024-09-10T12:46:09.273,-1.4548976864032286,-1.4111227020819113,-0.6022838627006876,-25.563027994295126,-1.0089431800974946,-345.21716152463205,-15.184121224079982,1.1701678062479437,1.0423597707800105
24,-1.4881228359109548,1.9819042913359721,-23.918027832160078,2024-09-10T12:46:10.819,-1.3929691930655637,-1.3453567632727006,-0.5520591444638838,-25.59579673518043,-1.0130240269742108,-358.3056565880654,-15.096088320984544,1.1155659207111996,1.040400681121516
25,-1.4881228359109548,2.0644836368083044,-24.914612325166747,2024-09-10T12:46:12.355,-1.3362093164420186,-1.2854942505012739,-0.5079086582868078,-25.625906946121276,-1.0167071881590282,-371.3963768767925,-15.01547604182942,1.0658737544328158,1.0386108300404984
